contratacao,status_contratacao,unidade,objeto,fornecedor,cpf_cnpj,valor_estimado,valor_empenhado,valor_liquidado,valor_pago
2023004090,Em Aberto,INEA - INSTITUTO ESTADUAL DO AMBIENTE,A ser definida e informada pelo CBH R2R AGEVAP,ASSOCIAÇÃO PRÓ-GESTÃO DE ÁGUAS DA BACIA HIDROGÁFICA DO RIO PARAÍBA DO SUL,05.422.000/0001-01,735085.83,735085.83,735085.83,735085.83
2023004091,Em Aberto,SETUR - SECRETARIA DE TURISMO,Participação da SETUR no Arraiá do Amor que acontecerá entre os dias 08 e 11 de junho de 2023 em Itaipava Petrópolis RJ,COOL PRODUÇÕES LTDA.,03.942.849/0001-72,150000,150000,150000,150000
2023004092,Em Aberto,SEHIS - Secretaria de Estado de Habitação de Interesse Social,ELABORAÇÃO DE PROJETO EXECUTIVO E EXECUÇÃO DE OBRAS PARA CONSTRUÇÃO DE CONJUNTO HABITACIONAL DE INTERESSE SOCIAL COM 195 UNIDADES HABITACIONAIS/ BAIRRO PRAÇA DA PONTE/ MUNICÍPIO DE MIGUEL PEREIRA/ NO ÂMBITO DO PROGRAMA ¿CASA DA GENTE¿.,CONSTRUTORA R2X LTDA ME,18.796.728/0001-37,38816175.13,1842857.14,,
2023004093,Aguard. Liberação,SEPOL - Secretaria de Estado de Policia Civil,Aquisição de viaturas tipo pickup para atendimento à SEPOL,FORD MOTOR COMPANY BRASIL LTDA,03.470.727/0041-18,10360000,11698553.17,9994632.29,2930431.71
2023004094,Em Aberto,INEA - INSTITUTO ESTADUAL DO AMBIENTE,A ser definida e informada pelo CBH BG AGEVAP,ASSOCIAÇÃO PRÓ-GESTÃO DE ÁGUAS DA BACIA HIDROGÁFICA DO RIO PARAÍBA DO SUL,05.422.000/0001-01,4139877.03,4139877.03,,
2023004095,Ativo,FMIS - FUNDAÇÃO MUSEU DA IMAGEM E DO SOM,Contratação de empresa prestadora de serviço Web Rádio e Website,ZIEVO TECNOLOGIA LTDA,13.696.831/0001-91,419.16,419.16,,
2023004096,Ativo,FES - FUNDO ESTADUAL DE SAÚDE,Aquisição de Medicamentos,COSTA CAMARGO COMERCIO DE PRODUTOS HOSPITALARES LTDA (FILIAL),36.325.157/0002-15,117,117,117,117
2023004097,Ativo,CENTRAL - COMP EST DE ENGENH DE TRANSPORTES E LOGÍSTICA,Adesão à ATA de Registros de Preços para a Locação de Veículos,LIBEX SERVIÇOS E LOCAÇÕES DE VEÍCULOS LTDA EPP(MATRIZ),12.594.912/0001-18,372240,46529.99,,
2023004099,Em Aberto,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,Balão médico cirúrgico para dilatação de estenose via endoscópica,DLW COMERCIAL DISTRIBUIDORA LTDA,45.992.528/0001-22,52495,52495,52495,52495
2023004100,Em Aberto,INEA - INSTITUTO ESTADUAL DO AMBIENTE,A ser definida e informada pelo CBH BIG,ASSOCIAÇÃO PRÓ-GESTÃO DE ÁGUAS DA BACIA HIDROGÁFICA DO RIO PARAÍBA DO SUL,05.422.000/0001-01,433761.07,433761.07,433761.07,433761.07
2023004101,Em Aberto,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,Balão médico cirúrgico para dilatação de estenose via endoscópica,E TAMUSSINO & CIA LTDA,33.100.082/0001-03,11200,11200,11200,11200
2023004102,Em Aberto,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,Aquisição de Insumos de Laboratório,STANDARD PRODUTOS PARA DIAGNOSTICOS EIRELI,07.336.938/0001-26,324375,324375,25950,25950
2023004103,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,GL REPRESENTACOES E SERVICOS EIRELI,30.243.793/0001-30,49862.4,49862.4,49862.4,49862.4
2023004104,Ativo,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,Aquisição de itenstouca cirúrgica e termômetro,LEMAN MEDICAMENTOS E CIA LTDA,40.600.760/0001-54,18.58,18.58,,
2023004105,Ativo,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,Aquisição de itenstouca cirúrgica e termômetro,MEDIMAC COMERCIO DE ARTIGOS MEDICOS HOSPITALARES LTDA-ME,03.596.923/0001-46,70,70,70,70
2023004106,Ativo,SEPLAG - Secretaria de Estado de Planejamento e Gestão,Contratação de empresa especialiada na prestação de serviços de implementação gerenciamento e administração da concessão de auxílio alimentação e ou refeição através de crédito de valores em cartão magnético eletrônico com tecnologia de chip que possibilitem a utiliação por meio da rede de estabelecimentos credenciados de acordo com o Termo de Referência,GREEN CARD S/A REFEIÇÕES COMERCIO E SERVIÇOS,92.559.830/0001-71,2678000,1751412,,
2023004108,Em Aberto,SEHIS - Secretaria de Estado de Habitação de Interesse Social,ELABORAÇÃO DE PROJETO EXECUTIVO E EXECUÇÃO DE OBRAS PARA CONSTRUÇÃO DE CONJUNTO HABITACIONAL DE INTERESSE SOCIAL COM 440 UNIDADES HABITACIONAIS NA AV. ITAÓCA N° 2.226/ BAIRRO: BONSUCESSO (COMPLEXO DO ALEMÃO)/ MUNICÍPIO DO RIO DE JANEIRO DESTINADOS À FAMÍLIAS EM CONDIÇÃO HABITACIONAL PROVISÓRIA NO ÂMBITO DO PROGRAMA ¿CASA DA GENTE¿.,ABRE CONSTRUÇÕES LTDA,23.902.149/0001-61,77185786.44,19171428.57,6613852.25,5945191.79
2023004109,Em Aberto,SEGOV - Secretaria de Estado de Governo,Aquisição de equipamentos de sinaliação demarcação controle e restrição de fluxo e acesso de pessoas e veículos,ALNOOR COMERCIAL IMPORTADORA LTDA,14.194.208/0001-01,132750,132750,,
2023004110,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,LOCAÇÃO DE MAQUINAS E EQUIPAMENTOS LABORATORIAIS DESCRICAO LOCAÇÃO DE SISTEMA WEB DE MONITORAMENTO DE TEMPERATURA E UMIDADE MEDICAO DE TEMPERATURA E UMIDADE POR SENSORES SEM FIO SISTEMA COMPOSTO POR TERMOMETROS OU TERMO HIGROMETROS DISPOSITIVOS DE REDE E PROGRAMA SOFTWARE TIPO COM FORNECIMENTO DE EQUIPAMENTOS ORIGEM PESSOA JURIDICA,SENFIO SOLUÇÕES TECNOLÓGICAS LTDA,11.518.191/0001-02,595991.04,198663.68,,
2023004111,Em Aberto,SEDSODH - SEC ESTADO DESEN SOCIAL E DE DIR HUM,aquisição de bens móveis e eletrodomésticos em atendimento às necessidades dos abrigos CICAPD Rego Barros CAI Protógenes Guimarães e CAI Oswaldo Aranha,CSX COMERCIAL LTDA -EPP,13.828.262/0001-90,17544.8,17544.8,,
2023004112,Em Aberto,SEDSODH - SEC ESTADO DESEN SOCIAL E DE DIR HUM,O presente Termo de Referência tem como objetivo a aquisição de 16 deeseis cadeiras tipo giratória de escritório para garantir melhores condições de trabalho as Superintendências da SEDSDOH situada na Avenida Erasmo Braga n 118 andares 5 e 7 Centro Rio de Janeiro CEP 20020000,S M MOVEIS DE ITABORAI LTDA ME,11.674.091/0001-67,17600,17600,17600,17600
2023004113,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,Contratação emergencial de empresa especialiada para a prestação dos serviços de distribuições transportadas de preparações alimentares prontas destinada a pacientesacompanhantes funcionários e outros autoriados nas Unidades de Pronto Atendimentoque se encontram sob gestão da FUNDAÇÃO SAÚDE,RESTAURANTE NOVA RODOVIA 2007 LTDA,09.077.954/0001-77,753718.22,486859.1,220893.5,219434.52
2023004114,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,CONTRATACAO DE EMPRESA ESPECIALIZADA EM SERVICOS DE PREPARO FORNECIMENTO E DISTRIBUICAO DE REFEICOES TRANSPORTADAS,RESTAURANTE NOVA RODOVIA 2007 LTDA,09.077.954/0001-77,752235.92,510745.3,,
2023004115,Em Aberto,FAF - Fundo Especial de Adm Fazendária,Contratação de solução de certificação digital para domínios eletrônicos por modelo SSL Secure Socket Layer e para pessoa jurídica eCNPJ por modelo A1 ICP Brasil a fim de atender às necessidades de naturea contínua da Secretaria de Estado de Faenda do Rio de Janeiro SEFAZRJ,X DIGITAL BRASIL SEGURANÇA DA INFORMAÇÃO LTDA,38.597.881/0001-42,4255,4255,4255,4255
2023004116,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,Contratação de empresa especialiada na prestação de serviços médicos para a realiação de EXAMES DE RADIODIAGNÓSTICO aos pacientes do SUS no Centro de Diagnóstico por Imagem da Baixada Fluminense Rio Imagem II,LIFECARE GESTAO ASSISTENCIA E EDUCAÇÃO EM SAUDE,12.239.739/0001-30,682911.42,342593.9,,
2023004117,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,Contratação de empresa especialiada na prestação de serviços médicos para a realiação de EXAMES DE RADIODIAGNÓSTICO aos pacientes do SUS no Centro de Diagnóstico por Imagem da Baixada Fluminense Rio Imagem II,LIFECARE GESTAO ASSISTENCIA E EDUCAÇÃO EM SAUDE,12.239.739/0001-30,692053.19,347180.02,,
2023004118,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,Contratação de empresa especialiada na prestação de serviços médicos para a realiação de EXAMES DE RADIODIAGNÓSTICO aos pacientes do SUS no Centro de Diagnóstico por Imagem da Baixada Fluminense Rio Imagem II,LIFECARE GESTAO ASSISTENCIA E EDUCAÇÃO EM SAUDE,12.239.739/0001-30,648806.8,325484.75,43965.27,43965.27
2023004119,Ativo,LOTERJ - LOTERIA DO ESTADO DO RIO DE JANEIRO     ,Contratação de empresa especialiada para prestação de serviços de combate e controle de vetores e pragas urbanas baratas formigas mosquitos pulgas e roedores,RODANTECH GESTAO AMBIENTAL LTDA,15.728.014/0001-01,990,990,990,990
2023004120,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,SOLICITA AQUISIÇÃO DE SOLUÇÕES HIDROELETROLÍTICAS E OUTROS MEDICAMENTOS DA GRADE CONFORME CI FSGERITI N0152023,MEDKA HOSPITALAR EIRELI,36.958.637/0001-32,4686693,4683367.7,535254.8,429881.08
2023004121,Em Aberto,EMOP - EMPRESA DE OBRAS PÚBLICAS DO ESTADO DO RJ,execução de reforma geral do Instituto de Criminalística Carlos Éboli ICCE localiado na Rua Pedro I n 28 no Centro do Município do Rio de Janeiro,T N DE SOUZA COMERCIO SERVIÇOS E CONSTRUÇÕES LTDA EPP,27.531.925/0001-15,9347647.11,4506500.67,,
2023004122,Em Aberto,INEA - INSTITUTO ESTADUAL DO AMBIENTE,Ações a serem definidas pelo CBH MO,CONSORCIO INTERMUNICIPAL PARA GESTAO AMBIENTAL DAS BACIAS DA REGIAO DO LAGOS/ DO RIO SAO JOAO E ZONA COSTEIRA,03.612.270/0001-41,952934.24,952934.24,952934.24,952934.24
2023004123,Em Aberto,FTMRJ - FUNDAÇÃO TEATRO MUNICIPAL DO RIO DE JANEIRO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM CONFECÇÃO 3 CERTIFICADOS DIGITAIS TIPO TOKEN ECPF,IMPRENSA OFICIAL DO ESTADO DO RIO DE JANEIRO,28.542.017/0001-90,900,900,900,900
2023004124,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,SOLICITA AQUISIÇÃO DE SOLUÇÕES HIDROELETROLÍTICAS E OUTROS MEDICAMENTOS DA GRADE CONFORME CI FSGERITI N0152023,PROMERJ COMÉRCIO DE PRODUTOS FARMACÊUTICOS EIRELI,19.217.859/0001-85,82404,82366.2,41202,41202
2023004125,Em Aberto,SEDSODH - SEC ESTADO DESEN SOCIAL E DE DIR HUM,Contratação emergencial de empresa para executar serviços de preparo em centralprópria de produção fornecimento e distribuição de 1500 mil e quinhentas refeiçõesdiárias sendo 500 quinhentos cafés da manhãdia 500 quinhentos almoçosdia e 500quinhentos jantaresdia na forma de quentinhas nos locais condições e especificaçõesestabelecidas neste Termo de Referência e seus Anexos,A.C.F. DA SILVA LTDA-ME,10.555.527/0001-36,1780200,2205470,692300,692300
2023004126,Ativo,RIOPREVIDÊNCIA - FUNDO UNICO DE PREVIDENCIA DO ERJ,capacitação de 1 um servidor no Formação DPO IDESP,IDESP- INSTITUTO DARYUS DE ENSINO SUPERIOR PAULISTA,25.532.710/0001-93,7542.19,7542.19,,
2023004127,Ativo,CEHAB - COMPANHIA ESTADUAL DE HABITAÇÃO DO RJ,Locação de licenças do Softwares COREL DRAW GRAPHICS 2023 e ADOBE PACOTE INDESIGN ILUSTRATOR E PHOTOSHOP 2023 período de 12 doe meses comtreinamentos dos técnicos,TECNETWORKING SERVICOS E SOLUCOES EM TI LTDA,21.748.841/0001-51,30600,,,
2023004128,Ativo,SEPM - Secretaria de Estado de Polícia Militar,Serviços de manutenção preventiva e corretiva em veículos automotores por demanda com fornecimento de peças de reposição e acessórios originais ou genuínos,SEMPRE NOVO REPARAÇÃO AUTOMOTIVA,12.894.842/0001-13,67009.83,67009.83,10881.96,10881.96
2023004129,Ativo,FES - FUNDO ESTADUAL DE SAÚDE,Aquisição de Medicamentos,NSA DISTRIBUIDORA DE MEDICAMENTOS EIRELLI,34.729.047/0001-02,250.8,250.8,,
2023004130,Ativo,FES - FUNDO ESTADUAL DE SAÚDE,Aquisição de Medicamentos,LEMAN MEDICAMENTOS E CIA LTDA,40.600.760/0001-54,45,45,45,
2023004131,Em Aberto,INEA - INSTITUTO ESTADUAL DO AMBIENTE,A ser definida e informada pelo CBH Piabanha AGEVAP,ASSOCIAÇÃO PRÓ-GESTÃO DE ÁGUAS DA BACIA HIDROGÁFICA DO RIO PARAÍBA DO SUL,05.422.000/0001-01,480959.68,480959.68,480959.68,480959.68
2023004132,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,CHL PRODUTOS MÉDICOS HOSPITALARES LTDA,32.441.650/0001-69,6625,6625,,
2023004133,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,SICAFLA COMERCIO DE PRODUTOS FARMACEUTICOS EIRELI,03.828.079/0001-31,45161.1,45161.1,,
2023004134,Ativo,CENTRAL - COMP EST DE ENGENH DE TRANSPORTES E LOGÍSTICA,Contratação Emergencial de prestação de serviços de fornecimento de vale refeição e alimentação na modalidade eletrônica ,GREEN CARD S/A REFEIÇÕES COMERCIO E SERVIÇOS,92.559.830/0001-71,2161320,1549481.39,1229481.39,914911.39
2023004135,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,BIOLINE FIOS CIRURGICOS LTDA,37.844.479/0001-52,333.6,333.6,333.6,333.6
2023004136,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,MOGAMI IMPORTACAO E EXPORTACAO LTDA,50.247.071/0001-61,17477.74,17477.74,17477.74,17477.74
2023004137,Ativo,FUNDEAGRO  - Fundo Estadual de Defesa Agropecuária,AQUISIÇÃO DE ARMADILHAS ADESIVAS,COLLY QUIMICA INDÚSTRIA E COMÉRCIO LTDA,03.991.275/0001-22,6290,6290,6290,6290
2023004138,Ativo,RIOPREVIDÊNCIA - FUNDO UNICO DE PREVIDENCIA DO ERJ,inscrição de 11 one servidores no 56 Congresso Nacional ABIPEM,ASSOCIACAO BRASILEIRA DE INSTIITUICOES DE PREVIDENCIA ESTADUAIS E MUNICIPAIS- ABIPEM,29.184.280/0001-17,13200,13200,9120,9120
2023004139,Em Aberto,CECIERJ - FUND CENTRO CIÊN EDUC SUP DISTÂN DO EST RJ, O presente Termo de Referência tem por objeto o Registro de Preços para futuras contratações dePrestação de Serviços de Impressão o que deve ser observado,IMPRENSA OFICIAL DO ESTADO DO RIO DE JANEIRO ,28.542.017/0004-32,6683825,446113,446113,446113
2023004140,Ativo,SEPM - Secretaria de Estado de Polícia Militar,Material de Construção ITEM 3 DA ATA,VIVOLUX MATERIAL DE CONSTRUÇÃO LTDA,33.533.249/0001-11,1152,1152,,
2023004142,Ativo,SECEC - Sec de Estado de Cultura e Econ Criativa,Contratação de empresa especialiada para a prestação de serviço de recarga reteste e serviços complementares nos extintores de incêndio de diversas características pertencentes à Secretaria de Estado de Cultura e Economia Criativa e suas Unidades,IAGO BARBOSA DE SOUZA -ME,15.347.755/0001-34,8448,8448,,
2023004143,Em Aberto,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,AQUISIÇÃO DE MEDICAMENTOS,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA,44.734.671/0001-51,3555,3555,3555,3555
2023004145,Em Aberto,FUNARJ - FUND ANITA MANTUANO DE ARTES DO EST DO RJ,O objetivo deste Termo de Referência é a contratação da prestação de serviços artísticos para o projeto Encontros ampliação do projeto Fim de Tarde que tem por objetivo o fortalecimento de ações culturais na Zona Norte da cidade do Rio de Janeiro,ROSA DE SARON PRODUCOES ARTISTICAS LTDA,09.474.129/0001-06,40000,40000,40000,40000
2023004146,Em Aberto,FUNARJ - FUND ANITA MANTUANO DE ARTES DO EST DO RJ,11 O objetivo deste Termo de Referência é a contratação da prestação de serviços artísticos para o projeto Encontros ampliação do projeto Fim de Tarde que tem por objetivo o fortalecimento de ações culturais na Zona Norte da cidade do Rio de Janeiro,TEMA RECORDS GRAVACAO E DISTRIBUICAO LTDA,07.438.652/0001-51,35000,35000,,
2023004147,Em Aberto,FUNARJ - FUND ANITA MANTUANO DE ARTES DO EST DO RJ,A contratação da prestação de serviços artísticos para aplicação no projeto denominado FIM DE TARDE que tem por objetivo a retomada e o fortalecimento de ações culturais no Estado do Rio de Janeiro na figura da Fundação Anita Mantuano de Artes do Estado do Rio de Janeiro FUNARJ,PAGODEIRA EMPREENDIMENTOS ARTISTICOS LTDA,45.341.491/0001-72,60000,60000,60000,60000
2023004148,Em Aberto,UERJ - ADMINISTRACAO CENTRAL,Portaria Conjunta DERUERJ N 003 de 27042023 Projeto Apoio ao DER,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,33.540.014/0001-57,7208079.82,2603555,1735205,624583.97
2023004149,Em Aberto,UERJ - ADMINISTRACAO CENTRAL,Contratação de empresa para manutenção preventiva e corretiva da autoclave Phoenix Luferco,SEMINTER SERVIÇOS DE MANUTENÇÃO E COMÉRCIO LTDA,31.856.735/0001-45,17599.92,4399.98,,
2023004150,Ativo,SEPM - Secretaria de Estado de Polícia Militar,Serviços de manutenção preventiva e corretiva em veículos automotores por demanda com fornecimento de peças de reposição e acessórios originais ou genuínos,CTA 2009 CENTRO AUTOMOTICO LTDA EPP,10.992.099/0001-09,139616.4,139616.4,,
2023004151,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,Aquisição por licitação de enxertos para o Hospital Universitário Pedro Ernesto,RIO TERUMED COMÉRCIO DE MATERIAL CIRÚRGICO LTDA,07.171.033/0001-43,190560,19840,,
2023004152,Ativo,RIOPREVIDÊNCIA - FUNDO UNICO DE PREVIDENCIA DO ERJ,contratação de profissional especialiado para realiação de curso de capacitação para efeito de preparação para a realiação de exame de certificação profissional,MILTON MOREIRA RAIMUNDO,11.543.682/0001-03,25000,25000,,
2023004153,Ativo,SEPM - Secretaria de Estado de Polícia Militar,Roupeiro armário vestiário tipo alto quantidade portas 2 fechamento porta cadeado construção interna 1 cabideiro material aço tratamento antiferrugem acabamento pintura epóxi na cor cina Código do Item 71950090047 ID 116581,RIO OFFICE COMERCIO DE MOVEIS E EQUIPAMENTOS LTDA,11.496.190/0001-04,2575480,2575480,,
2023004154,Ativo,RIOPREVIDÊNCIA - FUNDO UNICO DE PREVIDENCIA DO ERJ,Contratação de empresa especializada na execução dos SERVIÇOS DE CONTROLE INTEGRADO DE VETORES BIOLÓGICOS E PRAGAS URBANAS/ incluindo controle e desinfestação contra insetos voadores e rasteiros/ e desratização/ com fornecimento de material/ ferramentas/ utensílios/ equipamentos e pessoal para atender as demandas existentes no edifício Administrativo Engenheiro Leonel Brizola onde será a Futura sede do Fundo Único de Previdência Social do Estado do Rio de Janeiro - RIOPREVIDÊNCIA/ localizado na Rua da Alfândega/ 8 Centro/ conforme as especificações técnicas constantes neste documento.,AMBIENTAL SERVIÇOS ESPECIALIZADOS LTDA,01.026.441/0001-25,27891.84,8548.42,2324.32,2324.32
2023004155,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,Aquisição de Equipo transfusão,ZAP COMÉRCIO DE PRODUTOS HOSPITALARES LTDA ME,72.120.744/0001-50,7200,7200,7200,7200
2023004156,Ativo,SEPM - Secretaria de Estado de Polícia Militar,VEICULO UTILITARIO PADRAOTIPO SUV POTENCIA 100 200 CV BLINDAGEM BLINDAGEM PARCIAL NIVEL IIIA NO PARA BRISA PAINEL CORTAFOGO EM SUA TOTALIDADE COLUNAS FRONTAIS PORTAS DIANTEIRAS SEM OS VIDROS INCLUINDO A COMBUSTIVEL ETANOLGASOLINA FLEX TIPO CABINE COMPRIMENTO TOTAL 4190 4420 MM OPCIONAIS DIRECAO HIDRAULICA OU ELETRICA CONDICIONADOR AR FREIOS ABS CAPACIDADE PASSAGEIROS 5 PASSAGEIROS DISTANCIA ENTRE EIXOS2570 MM 2675 MM CAPACIDADE CARGA UTIL 1100 1470 KG FORMA FORNECIMENTO UNIDADE,NRTT - SOLUCOES E SERVICOS LTDA,36.366.620/0001-96,10043500,10043500,,
2023004157,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,AQUISIÇÃO DO MEDICAMENTO BROMOPRIDA ID 17270,MEDKA HOSPITALAR EIRELI,36.958.637/0001-32,25200,25200,,
2023004158,Em Aberto,CECIERJ - FUND CENTRO CIÊN EDUC SUP DISTÂN DO EST RJ,O presente Termo de Referência tem por objeto a incrição e custeio dos servidores Aline Carvalho Ferreira João Luís Barroso Braga Ellen Cristina Monteiro Pereira de Vasconcellos e Rafael Sales Cru no 10 Contratos Week Semana Nacional de Estudos Avançados em Contratos Administrativos,INSTITUTO NEGOCIOS PUBLICOS DO BRASIL - ESTUDOS E PESQUISAS NA ADMINISTRACAO PUBLICA - INP - LTDA,10.498.974/0002-81,24000,24000,23640,23640
2023004159,Ativo,SEPM - Secretaria de Estado de Polícia Militar,Serviços de manutenção preventiva e corretiva em veículos automotores por demanda com fornecimento de peças de reposição e acessórios originais ou genuínos,MC RETIFICA DE MOTORES LTDA,11.433.589/0001-38,912416196,22810.41,,
2023004160,Ativo,FES - FUNDO ESTADUAL DE SAÚDE,aquisição de medicamentos,COSTA CAMARGO COMERCIO DE PRODUTOS HOSPITALARES LTDA (MATRIZ),36.325.157/0001-34,192960,192960,170683.2,
2023004161,Ativo,SEPM - Secretaria de Estado de Polícia Militar,Serviços de manutenção preventiva e corretiva em veículos automotores por demanda com fornecimento de peças de reposição e acessórios originais ou genuínos,OFICINA JZ CAR LTDA,12.429.805/0001-34,219999996,220000,,
2023004162,Ativo,SEAP - SECRETARIA DE ESTADO DE ADMIN.PENITENCIÁRIA,Solicitação de Compras de 647425 unidades de sabonete 406800 unidades de creme dental 65300 unidades de escovas 202900 unidades de pacotes de papel higiênico e 18848 unidades de pacotes de absorvente íntimo através da Ata de Registro de Preços n 00052022 00062022 00082022 e 00092022,CLAUDIA GOMES DE SOUZA DISTRIBUIDORA,08.717.511/0001-30,608579.5,608579.5,608579.5,608579.5
2023004163,Ativo,SEAP - SECRETARIA DE ESTADO DE ADMIN.PENITENCIÁRIA,Solicitação de Compras de 647425 unidades de sabonete 406800 unidades de creme dental 65300 unidades de escovas 202900 unidades de pacotes de papel higiênico e 18848 unidades de pacotes de absorvente íntimo através da Ata de Registro de Preços n 00052022 00062022 00082022 e 00092022,CSX COMERCIAL LTDA -EPP,13.828.262/0001-90,33737.92,33737.92,,
2023004164,Ativo,CEHAB - COMPANHIA ESTADUAL DE HABITAÇÃO DO RJ,Aquisição de uma fragmentadora de papel,RDSUPRI MATERIAS PARA ESCRITORIOS LTDA,40.520.092/0001-55,3650,2690,,
2023004165,Ativo,SEAP - SECRETARIA DE ESTADO DE ADMIN.PENITENCIÁRIA,Solicitação de Compras de 647425 unidades de sabonete 406800 unidades de creme dental 65300 unidades de escovas 202900 unidades de pacotes de papel higiênico e 18848 unidades de pacotes de absorvente íntimo através da Ata de Registro de Preços n 00052022 00062022 00082022 e 00092022,GOLDEN CLEAN PRODUTOS COMERCIAIS LTDA ME,15.250.965/0001-00,523422,523422,523422,523422
2023004166,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,AQUISIÇÃO DE MATERIAIS,IMPULSE PRODUTOS HOSPITALARES LTDA,42.322.863/0001-25,923238.4,923238.4,,
2023004167,Ativo,SEAP - SECRETARIA DE ESTADO DE ADMIN.PENITENCIÁRIA,Solicitação de Compras de 647425 unidades de sabonete 406800 unidades de creme dental 65300 unidades de escovas 202900 unidades de pacotes de papel higiênico e 18848 unidades de pacotes de absorvente íntimo através da Ata de Registro de Preços n 00052022 00062022 00082022 e 00092022,HPS CLEAN MATERIAIS E SERVIÇOS EIRELI,35.772.303/0001-07,426090,426090,14448,14448
2023004168,Em Aberto,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,AQUISIÇÃO DE MEDICAMENTOS,MEDKA HOSPITALAR EIRELI,36.958.637/0001-32,295275,295.28,,
2023004169,Em Aberto,UERJ - ADMINISTRACAO CENTRAL,pagamento único da empresa júnior da UERJ BitWeb Jr,EMPRESA JUNIOR BITWEBJR,16.733.901/0001-22,7000,7000,,
2023004170,Ativo,SEPM - Secretaria de Estado de Polícia Militar,CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇO DE MANUTENÇÃO CORRETIVA (CONSERTO) DO SISTEMA AR CONDICIONADO DOS VEÍCULOS BLINDADOS MODELO PARAMOUNT MAVERICK MK1,49.217.145 FERNANDA GABRIELLA ALMEIDA ARAUJO,49.217.145/0001-38,83899.98,83899.98,,
2023004171,Ativo,FES - FUNDO ESTADUAL DE SAÚDE,AQUISIÇÃO DE MEDICAMENTO,COSTA CAMARGO COMERCIO DE PRODUTOS HOSPITALARES LTDA (MATRIZ),36.325.157/0001-34,7524,7524,,
2023004172,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,IMPORT-MED COMERCIAL LTDA - ME,17.047.691/0001-81,23985,23985,23985,23985
2023004173,Ativo,SES - SECRET ESTADO  SAÚDE ,Conforme Solicitação em Anexo,TAMANDARÉ INFORMATICA LTDA,00.162.720/0001-53,5245011,5245011,5182070.87,5182070.87
2023004174,Em Aberto,CEPERJ - FUND CENTRO EST. ESTAT.  PESQ. SERV RJ,Contratação de empresa especialiada na aquisição de Certificado Digital SSL OV Single Domain para atender as demandas da Diretoria de Cooperação Técnica e Desenvolvimento Institucional DIRCTDI,X DIGITAL BRASIL SEGURANÇA DA INFORMAÇÃO LTDA,38.597.881/0001-42,980,980,,
2023004175,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,MEDTRONIC COMERCIAL LTDA,01.772.798/0006-67,73550,73550,73550,73550
